nationality,sport,age,male,height,weight,won_any,won_gold,total_medals
GER,football,21,1,173,80,1,0,1
BEL,cycling,32,1,177,64,0,0,0
RUS,cycling,26,1,176,63,0,0,0
RUS,sailing,28,1,184,81,0,0,0
RUS,volleyball,31,1,195,96,0,0,0
RUS,shooting,28,1,178,73,1,0,1
RUS,fencing,30,1,197,87,0,0,0
ISR,shooting,27,1,180,83,0,0,0
RUS,wrestling,20,1,187,130,1,0,1
RUS,volleyball,40,1,197,89,0,0,0
MDA,weightlifting,25,1,172,69,0,0,0
MDA,athletics,23,1,195,97,0,0,0
MDA,canoe,19,1,178,80,1,0,1
ROU,cycling,27,1,178,70,0,0,0
ESP,hockey,28,1,174,69,0,0,0
UKR,aquatics,24,1,174,74,0,0,0
KAZ,canoe,23,1,188,102,0,0,0
ESP,equestrian,31,1,174,74,0,0,0
BRA,volleyball,40,1,184,78,1,1,1
ESP,athletics,23,1,186,78,0,0,0
ESP,golf,36,1,176,80,0,0,0
ESP,basketball,28,1,190,91,1,0,1
COL,cycling,28,1,170,61,0,0,0
POR,football,24,1,180,80,0,0,0
CAN,judo,27,1,187,60,0,0,0
CUB,volleyball,26,1,195,99,0,0,0
ESP,basketball,30,1,191,80,1,0,1
BRA,gymnastics,24,1,161,64,0,0,0
POR,athletics,40,1,174,60,0,0,0
POR,judo,30,1,165,68,0,0,0
UAE,judo,29,1,180,81,1,0,1
CUB,canoe,29,1,175,74,0,0,0
UKR,athletics,31,1,180,75,0,0,0
UKR,shooting,23,1,176,64,1,0,1
UKR,athletics,29,1,178,72,0,0,0
UZB,canoe,28,1,176,83,0,0,0
TUR,taekwondo,27,1,176,68,0,0,0
FIJ,football,21,1,175,73,0,0,0
USA,rowing,29,1,199,97,0,0,0
KOR,athletics,24,0,161,46,0,0,0
KOR,football,22,1,172,65,0,0,0
KOR,badminton,21,0,173,70,1,0,1
KOR,hockey,25,0,168,61,0,0,0
KOR,fencing,35,1,180,80,0,0,0
KOR,football,22,1,188,74,0,0,0
KOR,athletics,22,1,193,75,0,0,0
KOR,judo,26,1,178,81,0,0,0
KOR,shooting,33,1,173,86,0,0,0
KOR,football,22,1,172,67,0,0,0
KOR,archery,21,1,174,80,1,1,1
NED,hockey,24,1,178,70,0,0,0
ESP,equestrian,27,1,172,71,0,0,0
NGR,athletics,24,1,189,84,0,0,0
IRI,volleyball,28,1,202,86,0,0,0
JAM,athletics,20,0,173,84,0,0,0
USA,athletics,27,1,173,53,0,0,0
ISR,sailing,29,1,177,68,0,0,0
IRI,volleyball,28,1,198,95,0,0,0
EGY,weightlifting,25,0,160,124,0,0,0
UZB,rowing,20,1,188,78,0,0,0
UZB,judo,23,1,183,81,0,0,0
NZL,rugby sevens,24,0,172,89,1,0,1
USA,athletics,35,0,166,47,0,0,0
CAN,gymnastics,16,0,158,52,0,0,0
IRL,hockey,23,1,183,80,0,0,0
AUS,equestrian,43,1,181,80,1,0,1
IRL,aquatics,22,1,198,89,0,0,0
FIJ,football,21,1,180,77,0,0,0
ISR,cycling,37,0,162,59,0,0,0
GER,athletics,23,0,185,93,0,0,0
JAM,athletics,24,0,181,66,0,0,0
NED,cycling,25,0,172,78,0,0,0
FRA,rugby sevens,23,0,172,68,0,0,0
IRL,cycling,24,0,163,65,0,0,0
AUS,rugby sevens,26,0,170,70,1,1,1
USA,athletics,31,0,166,52,0,0,0
CHN,golf,27,0,172,85,1,0,1
CHN,basketball,29,0,178,62,0,0,0
CHN,football,24,0,169,65,0,0,0
CHN,football,26,0,169,57,0,0,0
CHN,athletics,22,0,165,50,0,0,0
GBR,athletics,27,0,173,60,0,0,0
PUR,volleyball,23,0,173,68,0,0,0
IND,table tennis,34,1,186,85,0,0,0
AZE,wrestling,27,1,180,97,1,0,1
AUS,rugby sevens,28,0,167,79,1,1,1
CRC,athletics,32,0,168,63,0,0,0
COL,rugby sevens,23,0,170,61,0,0,0
NED,aquatics,22,0,173,65,1,1,1
RSA,rowing,29,1,196,94,1,0,1
NZL,rowing,24,1,191,96,0,0,0
BAH,athletics,22,0,185,69,1,1,1
PLW,aquatics,22,1,184,93,0,0,0
CAN,athletics,22,1,187,82,0,0,0
NZL,hockey,26,1,176,75,0,0,0
NZL,hockey,31,1,177,82,0,0,0
KEN,archery,26,0,160,55,0,0,0
QAT,equestrian,33,1,194,73,0,0,0
KEN,rugby sevens,22,0,165,73,0,0,0
ZIM,football,26,0,158,59,0,0,0
BRA,volleyball,33,0,185,65,0,0,0
GBR,athletics,26,0,172,64,0,0,0
USA,athletics,21,0,183,127,0,0,0
USA,athletics,23,0,161,53,0,0,0
CAN,football,23,0,172,67,1,0,1
USA,equestrian,57,0,158,65,0,0,0
JAM,athletics,29,0,152,57,1,0,2
CHN,fencing,32,1,193,77,0,0,0
TPE,badminton,29,1,179,71,0,0,0
CHN,shooting,34,1,175,81,0,0,0
CHN,wrestling,27,1,183,87,0,0,0
BAH,athletics,26,0,171,57,0,0,0
UZB,judo,29,1,182,90,0,0,0
JAM,athletics,22,0,173,61,1,0,2
EGY,gymnastics,25,0,160,50,0,0,0
IRQ,football,20,1,174,70,0,0,0
JAM,athletics,26,0,176,65,0,0,0
TPE,archery,23,0,165,63,1,0,1
TPE,weightlifting,26,1,190,152,0,0,0
TPE,athletics,24,1,178,88,0,0,0
JPN,fencing,27,0,169,60,0,0,0
JPN,golf,39,0,168,62,0,0,0
CHN,aquatics,22,0,174,63,0,0,0
CHN,athletics,25,0,160,45,0,0,0
EGY,shooting,35,0,166,57,0,0,0
JPN,golf,43,1,171,72,0,0,0
JPN,football,20,1,184,79,0,0,0
JPN,wrestling,22,1,165,65,1,0,1
JPN,aquatics,24,1,188,90,0,0,0
JPN,football,22,1,171,67,0,0,0
JPN,football,30,1,175,72,0,0,0
ISR,judo,25,0,150,48,0,0,0
BRN,athletics,26,0,164,51,0,0,0
IND,aquatics,18,0,163,60,0,0,0
RSA,football,22,0,168,61,0,0,0
CHN,table tennis,25,0,160,54,1,1,1
CHN,aquatics,20,0,172,71,0,0,0
CHN,athletics,22,0,179,76,0,0,0
ISR,cycling,27,1,167,58,0,0,0
GEO,wrestling,22,1,170,66,1,0,1
JPN,athletics,23,1,175,68,0,0,0
JPN,aquatics,23,1,171,58,0,0,0
JPN,badminton,34,1,172,74,0,0,0
JPN,modern pentathlon,26,1,178,68,0,0,0
JPN,judo,24,1,170,73,1,1,1
JPN,rugby sevens,27,1,175,87,0,0,0
GBR,hockey,24,0,165,69,1,1,1
CAN,basketball,33,0,175,70,0,0,0
JPN,aquatics,29,1,177,77,0,0,0
JPN,athletics,25,1,185,80,1,0,1
JPN,canoe,23,1,165,64,0,0,0
JPN,football,21,1,164,64,0,0,0
TPE,weightlifting,25,0,160,53,1,1,1
CHN,tennis,30,0,173,65,0,0,0
CHN,tennis,27,0,177,66,0,0,0
CHN,taekwondo,20,1,188,63,1,1,1
CHN,football,21,0,165,59,0,0,0
CHN,gymnastics,24,1,163,58,1,0,1
CHN,athletics,25,0,161,53,0,0,0
CHN,aquatics,22,1,191,81,1,0,1
SIN,shooting,27,0,168,63,0,0,0
CHN,athletics,24,1,180,77,0,0,0
CHN,taekwondo,22,0,188,75,1,1,1
BEL,taekwondo,18,1,180,62,0,0,0
BLR,athletics,26,1,192,110,0,0,0
SWZ,athletics,28,1,180,82,0,0,0
RSA,athletics,29,1,164,57,0,0,0
ALG,rowing,26,1,178,73,0,0,0
BAN,golf,31,1,165,69,0,0,0
GER,canoe,26,1,179,79,0,0,0
ALB,aquatics,24,1,193,87,0,0,0
NED,athletics,23,0,170,49,0,0,0
MAR,athletics,30,0,160,48,0,0,0
CHN,basketball,20,0,190,82,0,0,0
CHN,shooting,27,0,165,51,1,0,1
SUI,cycling,26,1,183,73,0,0,0
ITA,athletics,28,1,191,83,0,0,0
ESP,basketball,29,0,167,64,1,0,1
ESP,handball,37,0,169,62,0,0,0
ECU,athletics,33,0,164,57,0,0,0
ITA,sailing,28,0,172,65,0,0,0
ITA,cycling,34,0,160,60,0,0,0
ITA,sailing,26,0,168,72,0,0,0
ITA,aquatics,23,0,168,58,0,0,0
SRB,volleyball,30,0,178,65,0,0,0
VEN,fencing,37,1,190,80,0,0,0
GER,handball,31,1,194,99,1,0,1
CRO,sailing,30,1,183,67,1,1,1
FIJ,football,34,1,187,88,0,0,0
DEN,cycling,18,1,177,68,0,0,0
NZL,hockey,28,1,186,80,0,0,0
FRA,table tennis,21,1,182,77,0,0,0
GER,cycling,30,1,170,64,0,0,0
BEL,hockey,25,1,187,84,1,0,1
GBR,hockey,32,1,184,81,0,0,0
ARM,weightlifting,19,1,181,105,1,0,1
SUI,rowing,31,1,180,71,1,1,1
AUS,hockey,30,1,186,82,0,0,0
SLO,handball,30,1,183,82,0,0,0
SUI,rowing,25,1,186,75,1,1,1
SWE,aquatics,29,1,192,85,0,0,0
SLO,cycling,30,1,177,68,0,0,0
SWE,football,21,1,174,68,0,0,0
KEN,athletics,32,1,170,65,0,0,0
SUI,canoe,26,1,178,74,0,0,0
PLE,judo,27,1,166,60,0,0,0
CZE,aquatics,24,0,176,66,0,0,0
CHI,gymnastics,27,0,160,54,0,0,0
ITA,cycling,28,0,177,65,0,0,0
ROU,fencing,31,0,170,58,1,1,1
LTU,cycling,33,0,170,70,0,0,0
ROU,fencing,27,0,178,62,1,1,1
LTU,aquatics,22,1,198,100,0,0,0
USA,gymnastics,19,0,145,47,1,1,5
ITA,volleyball,32,1,206,100,1,0,1
DEN,cycling,22,0,170,68,0,0,0
ITA,cycling,21,1,165,60,0,0,0
JAM,athletics,31,0,162,53,1,0,1
ITA,volleyball,19,1,198,92,1,0,1
GER,football,30,0,174,56,0,0,0
USA,aquatics,20,0,178,72,1,1,4
ITA,aquatics,26,1,173,67,0,0,0
ITA,aquatics,19,1,185,79,0,0,0
ITA,rowing,31,1,196,94,0,0,0
JAM,athletics,22,0,168,58,0,0,0
AUS,weightlifting,33,1,173,93,0,0,0
HKG,sailing,23,0,166,59,0,0,0
GER,gymnastics,17,0,160,44,0,0,0
IRL,rowing,39,0,172,57,0,0,0
THA,weightlifting,20,1,159,55,1,0,1
LAT,athletics,28,0,186,77,0,0,0
HKG,aquatics,18,0,177,64,0,0,0
GBR,aquatics,20,0,173,64,1,0,1
NZL,rugby sevens,22,1,186,95,0,0,0
FRA,handball,30,0,172,64,1,0,1
LAO,aquatics,14,0,166,63,0,0,0
THA,sailing,22,0,167,50,0,0,0
THA,weightlifting,23,0,157,63,0,0,0
NEP,aquatics,17,1,158,65,0,0,0
UZB,athletics,27,0,164,50,0,0,0
TGA,athletics,21,1,173,69,0,0,0
CHN,gymnastics,23,0,167,52,0,0,0
NED,archery,21,1,183,75,0,0,0
MNE,athletics,32,0,170,58,0,0,0
POL,handball,37,1,186,96,0,0,0
USA,tennis,23,0,173,64,0,0,0
SRB,aquatics,33,1,197,106,1,1,1
BRA,aquatics,37,1,196,100,0,0,0
CRO,shooting,34,0,170,75,0,0,0
KOR,badminton,22,0,171,67,0,0,0
TUN,handball,33,1,186,86,0,0,0
RUS,aquatics,18,0,178,64,0,0,0
GRE,rowing,19,0,190,85,0,0,0
ETH,athletics,28,0,167,52,0,0,0
GRE,sailing,38,0,172,62,0,0,0
POL,athletics,20,0,158,42,0,0,0
SWE,football,26,0,174,64,1,0,1
ITA,gymnastics,18,0,175,57,0,0,0
SWE,wrestling,26,0,164,56,1,0,1
CHI,sailing,23,0,168,60,0,0,0
SWE,canoe,37,0,185,75,0,0,0
AUT,table tennis,21,0,181,69,0,0,0
GRE,athletics,28,0,154,46,0,0,0
URU,weightlifting,30,0,155,52,0,0,0
ARG,aquatics,26,0,167,57,0,0,0
GRE,athletics,31,0,162,54,0,0,0
FRA,sailing,27,1,173,63,0,0,0
ALG,football,23,1,170,65,0,0,0
SWE,athletics,26,0,181,65,0,0,0
RUS,fencing,31,0,175,70,1,1,2
IRI,weightlifting,27,1,170,94,1,1,1
JPN,wrestling,27,1,178,81,0,0,0
KOR,taekwondo,22,0,164,50,1,1,1
KOR,handball,20,0,168,66,0,0,0
PRK,judo,25,0,155,48,0,0,0
COL,rugby sevens,26,0,155,57,0,0,0
NED,athletics,29,1,171,72,0,0,0
BRA,athletics,34,1,172,65,0,0,0
CZE,aquatics,40,0,167,54,0,0,0
ARM,weightlifting,18,0,158,73,0,0,0
THA,tennis,34,1,175,71,0,0,0
TUR,wrestling,25,1,170,74,1,0,1
CHN,basketball,24,0,190,85,0,0,0
PRK,shooting,30,1,167,75,1,0,1
PRK,table tennis,21,0,161,55,1,0,1
CHN,judo,29,0,182,128,1,0,1
ALG,judo,24,0,176,78,0,0,0
ESP,shooting,36,0,173,60,0,0,0
ITA,athletics,21,0,172,66,0,0,0
GBR,athletics,37,0,162,47,0,0,0
MNE,handball,29,0,180,74,0,0,0
SRB,basketball,27,0,189,75,1,0,1
GER,equestrian,21,1,193,73,1,1,1
NZL,rugby sevens,31,1,194,106,0,0,0
GBR,weightlifting,22,1,178,94,0,0,0
KOR,hockey,28,0,164,57,0,0,0
GBR,sailing,27,0,173,68,0,0,0
GBR,hockey,26,0,164,58,1,1,1
NZL,hockey,22,0,172,62,0,0,0
SUI,aquatics,20,0,168,54,0,0,0
SWE,aquatics,18,0,186,73,0,0,0
GBR,athletics,25,0,170,75,1,0,1
NZL,rowing,24,0,172,57,0,0,0
GER,gymnastics,19,0,167,56,1,0,1
CAN,football,28,0,172,68,1,0,1
NED,rowing,29,0,185,77,0,0,0
NED,volleyball,25,0,178,69,0,0,0
THA,weightlifting,21,0,154,48,1,1,1
NGR,football,23,1,168,68,0,0,0
DEN,aquatics,23,1,193,86,0,0,0
DEN,golf,41,1,170,72,0,0,0
BLR,wrestling,25,1,164,60,0,0,0
RUS,wrestling,25,1,170,65,1,1,1
NGR,wrestling,32,1,167,97,0,0,0
GER,athletics,26,0,180,65,0,0,0
CAM,wrestling,32,0,155,48,0,0,0
CYP,aquatics,18,0,165,50,0,0,0
ALG,athletics,37,0,158,50,0,0,0
MAR,athletics,20,1,188,70,0,0,0
MAR,cycling,25,1,169,64,0,0,0
MAR,athletics,22,1,173,54,0,0,0
COM,aquatics,25,1,180,75,0,0,0
IND,table tennis,23,1,168,69,0,0,0
CAM,aquatics,21,1,169,62,0,0,0
UZB,judo,28,1,186,100,0,0,0
TTO,athletics,24,0,158,55,0,0,0
SLO,aquatics,20,0,158,50,0,0,0
SLO,canoe,34,0,169,65,0,0,0
AUS,rowing,24,1,190,92,0,0,0
GBR,equestrian,43,1,183,83,1,0,1
GRE,aquatics,36,1,185,78,1,0,1
GRE,rowing,24,1,183,72,0,0,0
IND,athletics,25,0,164,54,0,0,0
MNE,judo,32,1,186,85,0,0,0
IND,hockey,28,1,183,79,0,0,0
INA,weightlifting,21,0,147,47,1,0,1
IND,badminton,23,1,178,66,0,0,0
NZL,hockey,25,0,173,66,0,0,0
USA,golf,31,0,166,60,0,0,0
KEN,rugby sevens,25,0,167,71,0,0,0
BLR,rowing,31,1,200,104,0,0,0
FRA,athletics,24,1,181,66,0,0,0
KEN,athletics,30,1,152,61,0,0,0
DOM,athletics,20,1,163,62,0,0,0
GRE,gymnastics,22,0,174,56,0,0,0
USA,aquatics,20,1,188,79,1,0,1
FRA,rugby sevens,25,1,181,85,0,0,0
CGO,aquatics,21,0,165,58,0,0,0
SRB,basketball,26,1,210,104,1,0,1
RSA,athletics,24,1,183,72,0,0,0
AUT,cycling,28,1,179,65,0,0,0
AUT,table tennis,27,1,186,69,0,0,0
BUL,cycling,31,1,175,59,0,0,0
SRB,basketball,25,1,196,94,1,0,1
GER,canoe,27,1,189,92,0,0,0
SRB,basketball,28,1,199,96,1,0,1
SRB,aquatics,28,1,195,91,1,1,1
SWE,shooting,25,1,186,89,0,0,0
SRB,volleyball,26,0,190,76,1,0,1
BUL,badminton,20,0,174,64,0,0,0
ITA,aquatics,22,0,170,59,0,0,0
USA,hockey,26,0,168,63,0,0,0
ITA,canoe,25,0,168,59,0,0,0
RUS,sailing,19,0,170,59,1,0,1
ITA,equestrian,41,1,177,71,0,0,0
BRA,rugby sevens,24,1,170,73,0,0,0
ITA,rowing,21,1,187,70,0,0,0
PER,sailing,21,1,182,84,0,0,0
RSA,sailing,22,1,178,80,0,0,0
SMR,shooting,46,1,170,65,0,0,0
ITA,aquatics,37,1,204,100,1,0,1
ITA,athletics,30,1,170,54,0,0,0
GRE,aquatics,26,1,189,82,0,0,0
GRE,aquatics,23,1,197,89,0,0,0
GRE,rowing,19,1,186,73,0,0,0
COL,football,22,0,172,60,0,0,0
BOL,athletics,19,0,173,54,0,0,0
VEN,cycling,25,0,165,65,1,0,1
GER,aquatics,29,1,186,81,0,0,0
GER,handball,26,1,199,97,1,0,1
USA,equestrian,51,1,173,68,1,0,1
GER,handball,30,1,191,94,1,0,1
GER,canoe,23,0,178,70,1,0,1
FRA,athletics,22,0,166,60,0,0,0
RUS,wrestling,24,1,165,59,0,0,0
AUS,football,22,0,171,60,0,0,0
GER,aquatics,26,1,183,79,0,0,0
GER,rowing,27,1,187,86,0,0,0
BRA,hockey,27,1,173,70,0,0,0
HKG,aquatics,24,0,172,56,0,0,0
FRA,equestrian,42,0,169,55,0,0,0
PUR,volleyball,25,0,179,56,0,0,0
CMR,volleyball,28,0,184,78,0,0,0
CAN,aquatics,27,0,180,69,0,0,0
CAN,football,29,0,178,63,1,0,1
LCA,sailing,20,0,160,62,0,0,0
RSA,football,20,0,162,59,0,0,0
IRL,golf,24,0,163,64,0,0,0
AUS,cycling,25,0,177,77,0,0,0
GER,cycling,28,0,160,51,0,0,0
AUS,basketball,22,0,186,87,0,0,0
FRA,shooting,41,0,165,78,0,0,0
GBR,athletics,26,0,168,57,0,0,0
LIE,tennis,26,0,167,65,0,0,0
AUS,canoe,28,1,189,86,0,0,0
GBR,cycling,35,1,190,75,0,0,0
NZL,hockey,26,1,179,76,0,0,0
NZL,rowing,23,1,192,95,0,0,0
USA,rowing,34,1,200,103,0,0,0
USA,taekwondo,28,1,188,108,0,0,0
GBR,aquatics,22,1,186,76,1,0,1
RSA,athletics,31,1,157,52,0,0,0
NGR,athletics,22,1,191,124,0,0,0
FRA,rugby sevens,22,1,174,75,0,0,0
JAM,athletics,27,0,173,57,1,0,1
SRB,shooting,44,1,184,81,0,0,0
SUI,equestrian,34,1,182,70,0,0,0
USA,tennis,26,1,188,86,1,0,1
SUI,cycling,33,1,187,73,0,0,0
GBR,cycling,28,1,183,78,1,1,1
NED,cycling,29,1,177,64,0,0,0
USA,taekwondo,37,1,191,83,0,0,0
CAN,volleyball,26,1,193,87,0,0,0
GBR,shooting,31,1,172,84,1,0,1
GBR,rowing,25,1,197,97,0,0,0
NOR,gymnastics,24,1,171,66,0,0,0
SWE,football,20,0,173,72,1,0,1
SWE,aquatics,26,0,172,70,0,0,0
DEN,athletics,22,0,170,59,0,0,0
DEN,shooting,25,0,163,79,0,0,0
CRO,athletics,25,1,193,134,0,0,0
BLR,athletics,30,1,174,58,0,0,0
FRA,athletics,22,1,176,74,0,0,0
NZL,athletics,34,1,187,98,0,0,0
USA,sailing,35,1,171,65,0,0,0
AUS,equestrian,51,1,180,71,1,0,1
KOR,volleyball,29,0,187,68,0,0,0
IRQ,football,22,1,185,78,0,0,0
THA,athletics,22,0,182,115,0,0,0
IND,athletics,30,0,158,45,0,0,0
INA,athletics,20,1,171,76,0,0,0
USA,basketball,35,0,175,66,1,1,1
JPN,athletics,36,1,169,56,0,0,0
ESP,judo,32,1,172,66,0,0,0
JPN,athletics,25,1,170,52,0,0,0
UZB,athletics,23,1,185,120,0,0,0
THA,weightlifting,21,0,155,57,1,1,1
CAN,hockey,22,1,180,75,0,0,0
KSA,judo,22,1,177,66,0,0,0
TUR,wrestling,22,1,168,57,0,0,0
KAZ,archery,22,1,176,46,0,0,0
TUR,athletics,29,0,170,55,0,0,0
KSA,athletics,39,1,192,86,0,0,0
IND,badminton,24,1,182,64,0,0,0
KOR,handball,26,0,177,64,0,0,0
MGL,judo,25,0,160,59,1,0,1
MGL,wrestling,26,0,159,53,0,0,0
RSA,athletics,32,0,170,72,1,0,1
KOR,badminton,29,1,182,85,0,0,0
KOR,judo,29,1,190,130,0,0,0
KOR,football,22,1,195,82,0,0,0
KOR,handball,38,0,171,58,0,0,0
IND,hockey,27,1,176,68,0,0,0
IND,hockey,25,0,158,57,0,0,0
KOR,modern pentathlon,19,0,165,57,0,0,0
CHN,weightlifting,27,0,173,120,1,1,1
CGO,table tennis,40,1,170,68,0,0,0
IND,hockey,22,1,179,77,0,0,0
NED,athletics,30,0,172,54,0,0,0
POR,athletics,31,0,177,64,0,0,0
NOR,aquatics,23,0,191,72,0,0,0
SWE,athletics,35,0,170,62,0,0,0
GBR,hockey,27,0,168,61,1,1,1
CAN,rowing,25,0,188,86,0,0,0
IND,hockey,24,0,152,52,0,0,0
THA,table tennis,21,0,168,63,0,0,0
THA,shooting,30,0,169,61,0,0,0
FIN,taekwondo,28,0,164,57,0,0,0
KOR,aquatics,25,0,173,61,0,0,0
MNE,handball,24,0,178,72,0,0,0
JPN,aquatics,16,0,165,56,0,0,0
GER,football,27,1,185,73,1,0,1
GER,athletics,30,1,189,88,0,0,0
GER,judo,29,1,173,83,0,0,0
SUI,triathlon,35,1,182,69,0,0,0
GER,football,25,0,163,54,1,1,1
RUS,aquatics,20,0,173,61,0,0,0
KAZ,rowing,29,0,176,67,0,0,0
KAZ,athletics,23,0,165,46,0,0,0
RUS,aquatics,22,0,171,54,1,1,1
RUS,tennis,31,0,174,73,0,0,0
UZB,athletics,29,0,186,61,0,0,0
RUS,aquatics,26,0,173,55,1,1,2
BLR,athletics,29,0,170,51,0,0,0
UKR,canoe,23,0,170,69,0,0,0
UKR,judo,27,0,162,78,0,0,0
MYA,athletics,23,0,168,55,0,0,0
USA,athletics,16,0,176,59,0,0,0
CAN,aquatics,19,0,168,57,0,0,0
USA,basketball,30,0,198,90,1,1,1
POL,athletics,27,1,194,78,0,0,0
POL,shooting,34,0,162,57,0,0,0
GHA,judo,27,0,158,63,0,0,0
TPE,table tennis,23,0,162,58,0,0,0
POL,modern pentathlon,29,1,186,80,0,0,0
BRA,athletics,20,0,171,61,0,0,0
GER,gymnastics,16,0,158,50,0,0,0
GER,football,24,0,170,56,1,1,1
GBS,judo,32,0,164,48,0,0,0
LTU,athletics,31,1,177,64,0,0,0
SUI,athletics,33,1,178,61,0,0,0
KOR,sailing,30,1,180,74,0,0,0
KOR,taekwondo,21,1,182,59,1,0,1
KOR,aquatics,26,1,183,73,0,0,0
ETH,athletics,22,1,177,66,0,0,0
RUS,judo,32,1,182,100,0,0,0
TUR,wrestling,25,1,192,125,1,1,1
IVB,athletics,34,0,158,56,0,0,0
GER,taekwondo,23,1,191,82,0,0,0
ANT,athletics,22,1,182,91,0,0,0
ESP,wrestling,29,1,176,84,0,0,0
TGA,athletics,18,0,163,65,0,0,0
BRA,basketball,24,0,171,69,0,0,0
THA,weightlifting,23,1,161,69,0,0,0
BRA,rugby sevens,25,0,164,63,0,0,0
BRA,fencing,32,0,165,61,0,0,0
NGR,football,18,1,182,71,0,0,0
JPN,equestrian,40,1,170,63,0,0,0
JPN,archery,31,1,174,89,0,0,0
JPN,athletics,19,1,177,69,0,0,0
JPN,judo,22,1,181,81,1,0,1
JPN,athletics,25,1,183,67,0,0,0
JPN,athletics,33,1,167,57,0,0,0
JPN,aquatics,32,1,184,84,1,0,1
JPN,football,21,1,171,70,0,0,0
JPN,football,21,1,174,67,0,0,0
JPN,aquatics,31,1,184,82,0,0,0
JPN,canoe,29,1,175,70,1,0,1
JPN,football,22,1,186,72,0,0,0
ZIM,football,30,0,158,60,0,0,0
AUS,wrestling,35,1,175,74,0,0,0
AUS,volleyball,24,0,184,68,0,0,0
KEN,aquatics,22,0,167,50,0,0,0
JOR,aquatics,20,0,172,62,0,0,0
CIV,aquatics,21,0,176,63,0,0,0
BRA,volleyball,33,0,181,64,0,0,0
BRA,athletics,24,1,190,78,0,0,0
HUN,canoe,26,0,176,78,1,1,1
ESP,sailing,32,0,174,70,0,0,0
FRA,handball,20,0,179,80,1,0,1
SRB,basketball,28,0,170,60,1,0,1
SRB,athletics,27,0,165,54,0,0,0
CAN,basketball,30,0,185,79,0,0,0
MEX,modern pentathlon,23,0,159,59,0,0,0
HUN,fencing,33,1,178,82,0,0,0
HUN,aquatics,19,1,186,75,1,0,1
HUN,wrestling,29,1,172,75,0,0,0
HUN,canoe,24,1,195,92,0,0,0
HUN,triathlon,27,1,175,65,0,0,0
AUS,football,25,0,158,55,0,0,0
USA,basketball,37,0,185,77,1,1,1
POR,aquatics,17,0,175,62,0,0,0
ETH,athletics,24,1,181,59,1,0,1
BRA,football,28,0,161,54,0,0,0
BRA,handball,22,0,180,77,0,0,0
BRA,aquatics,25,0,161,59,0,0,0
AUS,aquatics,17,0,170,61,1,0,1
VIE,weightlifting,26,1,165,84,0,0,0
EST,cycling,29,1,178,66,0,0,0
EST,athletics,26,1,183,95,0,0,0
BEL,hockey,25,1,174,70,1,0,1
MEX,fencing,20,0,158,53,0,0,0
ITA,aquatics,31,0,160,53,1,0,2
ESP,cycling,24,0,166,64,0,0,0
ITA,aquatics,37,0,168,62,1,0,1
AUT,sailing,23,0,167,57,1,0,1
FIN,aquatics,23,0,155,57,0,0,0
CRO,shooting,24,0,166,85,0,0,0
SLO,cycling,27,0,159,56,0,0,0
ASA,weightlifting,26,1,188,93,0,0,0
ARG,volleyball,25,0,182,70,0,0,0
AUS,athletics,27,0,167,52,0,0,0
RSA,equestrian,32,0,165,57,0,0,0
THA,shooting,26,0,168,70,0,0,0
CHN,weightlifting,22,1,172,85,1,0,1
ALG,athletics,28,1,170,67,1,0,2
FIN,sailing,31,1,194,96,0,0,0
ESP,sailing,27,0,167,63,0,0,0
CAN,cycling,36,0,166,67,0,0,0
UKR,canoe,21,1,187,85,1,0,1
JAM,athletics,22,0,178,81,0,0,0
EGY,fencing,29,1,180,75,0,0,0
ALG,wrestling,25,1,170,66,0,0,0
TUR,athletics,28,1,176,60,0,0,0
KSA,athletics,25,1,165,49,0,0,0
JPN,tennis,23,1,191,76,0,0,0
FIN,archery,32,0,173,63,0,0,0
CAN,athletics,25,0,183,103,0,0,0
NED,athletics,18,0,184,68,0,0,0
ISR,athletics,28,1,164,53,0,0,0
RSA,football,22,1,189,74,0,0,0
ZIM,athletics,24,1,183,79,0,0,0
COL,football,25,0,161,52,0,0,0
RUS,shooting,31,0,170,66,0,0,0
MDA,aquatics,21,0,175,60,0,0,0
BLR,sailing,37,0,175,69,0,0,0
RUS,handball,31,0,185,73,1,1,1
ITA,cycling,31,0,160,55,0,0,0
RUS,volleyball,27,0,191,67,0,0,0
RUS,fencing,36,0,174,62,1,0,1
ARG,volleyball,29,0,178,64,0,0,0
BRA,basketball,25,0,181,69,0,0,0
BRA,athletics,26,0,156,50,0,0,0
BIH,shooting,19,0,168,54,0,0,0
GER,athletics,24,0,170,56,0,0,0
BLR,athletics,25,0,181,83,0,0,0
BLR,athletics,23,0,175,75,0,0,0
BLR,rowing,26,0,185,77,0,0,0
BLR,basketball,28,0,180,67,0,0,0
BLR,gymnastics,34,0,165,52,0,0,0
BLR,cycling,32,0,160,52,0,0,0
BLR,basketball,35,0,188,78,0,0,0
USA,athletics,24,1,191,124,0,0,0
THA,taekwondo,18,1,181,58,1,0,1
BUL,wrestling,25,0,163,63,0,0,0
CAN,hockey,24,1,183,80,0,0,0
CAN,aquatics,16,0,183,60,1,0,2
AUS,aquatics,21,0,178,65,1,0,1
CAN,athletics,34,1,165,60,0,0,0
USA,cycling,26,1,196,81,0,0,0
USA,volleyball,24,1,196,80,1,0,1
AUS,archery,25,1,174,60,1,0,1
